sentence,label,label_idx
I'm concerned about the test results.,What about reports of abnormal periods due to the vaccine?,119
Will the positive effect of the vaccination routine not being followed?,What about reports of abnormal periods due to the vaccine?,119
had a heavy period a few days after receiving your second dose of the vaccine,What about reports of abnormal periods due to the vaccine?,119
We need to have more information on the subject.,What about reports of abnormal periods due to the vaccine?,119
What is really happening with the vaccine that they hide from us?,What about reports of abnormal periods due to the vaccine?,119
I have a little concern about the evidence.,What about reports of abnormal periods due to the vaccine?,119
"Will it have side effects; If so, will they be in the short, medium or long term?",What about reports of abnormal periods due to the vaccine?,119
are there reports stating that the vaccine can cause abnormal periods?,What about reports of abnormal periods due to the vaccine?,119
why there  are abnormal periods?,What about reports of abnormal periods due to the vaccine?,119
"I am concerned about the lack of control of the long-term period, especially when wanting to have a baby, could the vaccine prevent that?",What about reports of abnormal periods due to the vaccine?,119
What can I do if my menstruation does not appear after getting the vaccine?,What about reports of abnormal periods due to the vaccine?,119
What are abnormal periods?,What about reports of abnormal periods due to the vaccine?,119
What about reports of abnormal periods due to vaccination?,What about reports of abnormal periods due to the vaccine?,119
If the vaccine is applied my periods disappear?,What about reports of abnormal periods due to the vaccine?,119
"Experts emphasize that there are no danger signs when receiving the vaccine, nor is this a reason to skip the vaccination",What about reports of abnormal periods due to the vaccine?,119
"With science so advanced, why has it been so difficult to get a vaccine that eliminates COVID?",What about reports of abnormal periods due to the vaccine?,119
Who are the organizations that should report?,What about reports of abnormal periods due to the vaccine?,119
It is normal to find changes in the menstrual period after the vaccine?,What about reports of abnormal periods due to the vaccine?,119
What about reports of abnormal periods from the vaccine?,What about reports of abnormal periods due to the vaccine?,119
is there enough information on how to deal with abnormal periods due to the vaccine?,What about reports of abnormal periods due to the vaccine?,119
"When being vaccinated, how long will this leave in my system traces that harm my health?",What about reports of abnormal periods due to the vaccine?,119
tell what are the second effects in long term for covid,What are the effects of long COVID?,104
"When contrer covid, could it have side effects?",What are the effects of long COVID?,104
What are COVID's long-term consequences?,What are the effects of long COVID?,104
how serious is it for older adults,What are the effects of long COVID?,104
Does the covid-19 affect my health?,What are the effects of long COVID?,104
I am very concerned about the long-term effects of vaccines.,What are the effects of long COVID?,104
Is there a long-term follow-up mechanism for those vaccinated?,What are the effects of long COVID?,104
is it fatal to have covid symptoms for a long time?,What are the effects of long COVID?,104
side effecs of COVID-19,What are the effects of long COVID?,104
"information abouth effects of long COVID, is it worse?",What are the effects of long COVID?,104
what are the effects on children,What are the effects of long COVID?,104
I don't know what the long term effects are if you get Covid-19.,What are the effects of long COVID?,104
information abouth effects of long COVID,What are the effects of long COVID?,104
I am concerned that vaccines can cause long-term adverse effects.,What are the effects of long COVID?,104
Tell me if there are any longer lasting symptoms after having Covid-19.,What are the effects of long COVID?,104
I want to find out if there are any dangerous long term effects if you have had Covid-19.,What are the effects of long COVID?,104
What are the long term effects of getting COVID-19?,What are the effects of long COVID?,104
Will the virus ever leave my body?,What are the effects of long COVID?,104
Does COVID-19 have long-term effects?,What are the effects of long COVID?,104
How dangerous is the vaccine in the long term?,What are the effects of long COVID?,104
what future effects does it bring to get covid?,What are the effects of long COVID?,104
What are the effects of long COVID?,What are the effects of long COVID?,104
What are the consequences of taking a lengthy COVID?,What are the effects of long COVID?,104
What are some of the long term side effects of getting COVID-19?,What are the effects of long COVID?,104
What are the long-term consequences of COVID?,What are the effects of long COVID?,104
Are there long-term effects after contracting COVID-19?,What are the effects of long COVID?,104
MIS is a condition in which different parts of the body can become inflamed. SIM can cause post-COVID-19 conditions if the person continues to have multi-organ effects or other symptoms.,What are the effects of long COVID?,104
what negative effects can i have with prolonged covid?,What are the effects of long COVID?,104
What are the consequences of prolonged COVID?,What are the effects of long COVID?,104
Should I be vigilant after overcoming the covid for the long-term effects that it may have?,What are the effects of long COVID?,104
effects of COVID-19 in 2021,What are the effects of long COVID?,104
What are the side effects of long COVID?,What are the effects of long COVID?,104
how bad is it for young people,What are the effects of long COVID?,104
What are the effects of prolonged covid?,What are the effects of long COVID?,104
information abouth effects of long COVID 2021,What are the effects of long COVID?,104
are the side effects of the vaccine to be worried about,What are the side effect of the vaccine?,100
is the vaccine safe?,What are the side effect of the vaccine?,100
What are the common side effects,What are the side effect of the vaccine?,100
What are the side effect of the vaccine?,What are the side effect of the vaccine?,100
Do you know what side effects the vaccine has?,What are the side effect of the vaccine?,100
Is a side effect of the vaccine an inability to have children?,What are the side effect of the vaccine?,100
What would happen to me if I get vaccinated?,What are the side effect of the vaccine?,100
what are the common side affects ?,What are the side effect of the vaccine?,100
what are side affects after taking the vaccine ?,What are the side effect of the vaccine?,100
Possible Side Effects After Getting a COVID-19 Vaccine,What are the side effect of the vaccine?,100
Are the side effects of the vaccine as bad as getting covid?,What are the side effect of the vaccine?,100
What effects does the vaccine have?,What are the side effect of the vaccine?,100
I would like to know the side effects of the vaccine,What are the side effect of the vaccine?,100
what are the side effects of this vaccine ?,What are the side effect of the vaccine?,100
side effects about the vaccine,What are the side effect of the vaccine?,100
What are the side effects of the covid vaccine,What are the side effect of the vaccine?,100
what is the side affects after taking this vaccine ?,What are the side effect of the vaccine?,100
what is the common side affect ?,What are the side effect of the vaccine?,100
What kind of side effects booster shots have?,What are the side effects of booster shots?,170
What side effects of booster shots are there?,What are the side effects of booster shots?,170
can you please tell me the side effects of booster shots?,What are the side effects of booster shots?,170
Can booster shots lead to side effects?,What are the side effects of booster shots?,170
What are the side effects that  booster shots can cause?,What are the side effects of booster shots?,170
can booster shots lead to side effects?,What are the side effects of booster shots?,170
Can booster shots cause side effects?,What are the side effects of booster shots?,170
What side effects are caused by booster shots?,What are the side effects of booster shots?,170
will this vaccine have any side effect,What are the side effects of booster shots?,170
what are the side effects that booster shots can lead to?,What are the side effects of booster shots?,170
What are the side effects that can occur because of booster shots?,What are the side effects of booster shots?,170
there are side effects of booster shots right ?,What are the side effects of booster shots?,170
what are the side effects booster shots have?,What are the side effects of booster shots?,170
What side effects can happen because of booster shots?,What are the side effects of booster shots?,170
How can I know the side effects of booster shots?,What are the side effects of booster shots?,170
Are there any side effects of booster shots?,What are the side effects of booster shots?,170
"there are the side effects of booster shots , aren't there ?",What are the side effects of booster shots?,170
Are there side effects of booster shots?,What are the side effects of booster shots?,170
Can there be side effects of booster shots?,What are the side effects of booster shots?,170
can booster shots cause side effects?,What are the side effects of booster shots?,170
What are the side effects that booster shots can cause?,What are the side effects of booster shots?,170
What are the side effects of booster shots?,What are the side effects of booster shots?,170
Can you show me the side effects of booster shots?,What are the side effects of booster shots?,170
What are the side effects of the vaccine in children?,What are the side effects of the vaccine in children?,146
what are the concerns for children having the vaccine,What are the side effects of the vaccine in children?,146
but tell me some of the side effects in my kid,What are the side effects of the vaccine in children?,146
side effects in my child about the vaccine,What are the side effects of the vaccine in children?,146
I would like to know the side effects in my child of the vaccine,What are the side effects of the vaccine in children?,146
does the vaccine have side effects for children,What are the side effects of the vaccine in children?,146
What are the common side effects in children,What are the side effects of the vaccine in children?,146
"If I vaccinate my minor child, would it have any consequences?",What are the side effects of the vaccine in children?,146
there's side effects of the vaccine in children?,What are the side effects of the vaccine in children?,146
Possible side effects in kids After Getting a COVID-19 Vaccine,What are the side effects of the vaccine in children?,146
there's a side effect that affect only children?,What are the side effects of the vaccine in children?,146
What are the side effects in my child,What are the side effects of the vaccine in children?,146
what are the side effects in children of this vaccine ?,What are the side effects of the vaccine in children?,146
should I be concerned about my kid having side effects from the vaccine,What are the side effects of the vaccine in children?,146
Will the vaccine make my children sick?,What are the side effects of the vaccine in children?,146
what are the common side effects in my kid after taking this vaccine,What are the side effects of the vaccine in children?,146
What is a chatbot used for?,What can this chatbot do?,27
is a bot which helps you answer questions that some users ask,What can this chatbot do?,27
Can this chatbot do anything?,What can this chatbot do?,27
how does this chatbot function?,What can this chatbot do?,27
What can this chatbot tell me about the covid-19 vaccine?,What can this chatbot do?,27
What is the function of the chatbot?,What can this chatbot do?,27
It is a computer program designed to simulate conversation.,What can this chatbot do?,27
What can this chatbot do?,What can this chatbot do?,27
"While chatbots are convenient, sometimes you just need to talk to a live representative.",What can this chatbot do?,27
How will a chatbot in my system effect my free will,What can this chatbot do?,27
information about the chatbot,What can this chatbot do?,27
What is this chatbot for?,What can this chatbot do?,27
is can this chatbot do?,What can this chatbot do?,27
Could you tell me what this chatbot does?,What can this chatbot do?,27
The chatbot could be a hacker? it really worries me.,What can this chatbot do?,27
Does the chatbot give us all the information we need about the Covid-19 vaccine both positive and negative.,What can this chatbot do?,27
Does this chatbot have the ability to answer my questions?,What can this chatbot do?,27
What capabilities does this chatbot have,What can this chatbot do?,27
What is a chatbot and what is her function?,What can this chatbot do?,27
what is the scope of this chat bot,What can this chatbot do?,27
what concerns should I have about a chatbot,What can this chatbot do?,27
How can a chatbot help me?,What can this chatbot do?,27
What is the reason for this chatbot?,What can this chatbot do?,27
What does the chatbot do.,What can this chatbot do?,27
What abilitys does this chatbot have?,What can this chatbot do?,27
What is this chatbot capable of doing?,What can this chatbot do?,27
are covid-19 vaccines safe?,What can you tell me about COVID-19 vaccines?,116
What information can you share about COVID-19 vaccines?,What can you tell me about COVID-19 vaccines?,116
can you tell me more about covid-19 vaccines?,What can you tell me about COVID-19 vaccines?,116
Who should be vaccinated first for COVID-19 vaccine?,What can you tell me about COVID-19 vaccines?,116
Why do you have to get vaccinated twice?,What can you tell me about COVID-19 vaccines?,116
"Really, how can you be 100% safe?",What can you tell me about COVID-19 vaccines?,116
"COVID-19 vaccines are safe and effective, and CDC does not recommend one vaccine over another.",What can you tell me about COVID-19 vaccines?,116
The most important decision is to get a COVID-19 vaccination as soon as possible. Widespread vaccination is a critical tool to help stop the pandemic.,What can you tell me about COVID-19 vaccines?,116
"COVID-19 vaccine supplies are limited, health workers at high risk of exposure and older people should be prioritized for vaccination",What can you tell me about COVID-19 vaccines?,116
please  tell me about covid=19,What can you tell me about COVID-19 vaccines?,116
are vaccines reliable?,What can you tell me about COVID-19 vaccines?,116
how are they doing to keep track?,What can you tell me about COVID-19 vaccines?,116
What do you know about COVID-19 vaccines?,What can you tell me about COVID-19 vaccines?,116
Have side effects been determined?,What can you tell me about COVID-19 vaccines?,116
are covid-19 vaccines safe,What can you tell me about COVID-19 vaccines?,116
What can you tell me about COVID-19 vaccines?,What can you tell me about COVID-19 vaccines?,116
What is their cost and where can I apply them?,What can you tell me about COVID-19 vaccines?,116
I would like to learn more about the vaccines please,What can you tell me about COVID-19 vaccines?,116
How safe are these vacuums? on how many subjects was it tested?,What can you tell me about COVID-19 vaccines?,116
have been successful in preventing the spread of said virus,What can you tell me about COVID-19 vaccines?,116
I would like to know how many people have died from receiving the vaccine,What can you tell me about COVID-19 vaccines?,116
vaccines are a method to avoid more infections,What can you tell me about COVID-19 vaccines?,116
Should I get the Covid vaccine?,What can you tell me about COVID-19 vaccines?,116
How can I know more about the effects of the covid 19 vaccines,What can you tell me about COVID-19 vaccines?,116
vaccines have side effects that can be deadly?,What can you tell me about COVID-19 vaccines?,116
How can i protect myself?,What can you tell me about COVID-19 vaccines?,116
What should i do if i get sick?,What can you tell me about COVID-19 vaccines?,116
what details you have about covid-19?,What can you tell me about COVID-19 vaccines?,116
"I was vaccinated, but I lost my vaccination card. Should i be vaccinated again?",What do I do if I lose my COVID-19 vaccination card?,134
in case if i lost my COVID-19 vaccination card what should i do?,What do I do if I lose my COVID-19 vaccination card?,134
if this covid vaccine safe for my pet?,What do I do if I lose my COVID-19 vaccination card?,134
if this covid vaccine safe?,What do I do if I lose my COVID-19 vaccination card?,134
What to do if I misplace my COVID-19 vaccination card?,What do I do if I lose my COVID-19 vaccination card?,134
How long do the effects last,What do I do if I lose my COVID-19 vaccination card?,134
economic problems to pay for the vaccine,What do I do if I lose my COVID-19 vaccination card?,134
"If I lose my vaccination card, is my information recorded elsewhere?",What do I do if I lose my COVID-19 vaccination card?,134
What do I do if I lose my COVID-19 vaccination card?,What do I do if I lose my COVID-19 vaccination card?,134
what side effects will my son have,What do I do if I lose my COVID-19 vaccination card?,134
"do not leave it thrown anywhere, be very careful with that",What do I do if I lose my COVID-19 vaccination card?,134
how to recover my COVID-19 vaccination card?,What do I do if I lose my COVID-19 vaccination card?,134
I really hope if I can I need it,What do I do if I lose my COVID-19 vaccination card?,134
Your COVID-19 vaccine card contains important information and serves as proof of vaccination and a medical record.,What do I do if I lose my COVID-19 vaccination card?,134
What should I do if my COVID-19 immunization card is misplaced?,What do I do if I lose my COVID-19 vaccination card?,134
the vaccine needs to be given,What do I do if I lose my COVID-19 vaccination card?,134
is there somewhere to take it out?,What do I do if I lose my COVID-19 vaccination card?,134
Will they have a contact number to solve this loss?,What do I do if I lose my COVID-19 vaccination card?,134
I would request the registration of the nurses so that they give me another card,What do I do if I lose my COVID-19 vaccination card?,134
the vaccine will create side effects,What do I do if I lose my COVID-19 vaccination card?,134
if this covid vaccine safe for my child?,What do I do if I lose my COVID-19 vaccination card?,134
not everyone has the recourse to get the vaccine against covid19,What do I do if I lose my COVID-19 vaccination card?,134
Will I be able to go where I started to order a new one?,What do I do if I lose my COVID-19 vaccination card?,134
"I keep hearing about ""vaccine efficacy"", what does that even mean?",What does vaccine efficacy mean?,72
Please define vaccine efficacy to me.,What does vaccine efficacy mean?,72
Why dont they just say the vaccine works or it doesnt instead of all the medical jargon?,What does vaccine efficacy mean?,72
Is the efficacy of the vaccine the equivalent of how safe it is?,What does vaccine efficacy mean?,72
What is the purpose and meaning of vaccine efficacy?,What does vaccine efficacy mean?,72
What does the word efficacy mean in the context of the covid vaccine?,What does vaccine efficacy mean?,72
"Theres a lot of words I dont understand when they talk about the vaccine, can you just explain it in plain English?",What does vaccine efficacy mean?,72
Who assesses vaccine efficacy and what does it show.,What does vaccine efficacy mean?,72
What does vaccine efficacy mean?,What does vaccine efficacy mean?,72
I dont understand what the efficacy of a vaccine is,What does vaccine efficacy mean?,72
"Is it right that a high vaccine efficacy means I can't catch covid, or does it just mean I won't get seriously ill?",What does vaccine efficacy mean?,72
How has vaccine efficacy been measured ?,What does vaccine efficacy mean?,72
Why do people speak of vaccine efficacy?,What does vaccine efficacy mean?,72
Why do medical professionals use big words like efficacy.  Speak in words I understand,What does vaccine efficacy mean?,72
Define efficacy please?,What does vaccine efficacy mean?,72
Is efficacy the same as how well it works,What does vaccine efficacy mean?,72
When they say this vaccine is effective what exactly does that mean?,What does vaccine efficacy mean?,72
When they say the vaccine is effective what exactly does that mean?,What does vaccine efficacy mean?,72
I would like to know what vaccine efficacy is.,What does vaccine efficacy mean?,72
What is the meaning of vaccine efficacy?,What does vaccine efficacy mean?,72
How will we know how effective the vaccine has been.,What does vaccine efficacy mean?,72
I don't know what efficacy is.,What does vaccine efficacy mean?,72
What is the meaning of vaccine efficacy and is it helpful?,What does vaccine efficacy mean?,72
What can I do if a classmate at my child's school has the virus?,What happens if there is a COVID-19 case at my child's school?,174
What are the protocols if there is a child with COVID at my daughter's school?,What happens if there is a COVID-19 case at my child's school?,174
What happens if my child's school has a COVID-19 case?,What happens if there is a COVID-19 case at my child's school?,174
What would happen if we discovered there is a Covid-19 infection case in my kid's school?,What happens if there is a COVID-19 case at my child's school?,174
what should I do do if Covid-19 case appeared in my kid's school?,What happens if there is a COVID-19 case at my child's school?,174
"If my son gets covid at school, what do I do with him?",What happens if there is a COVID-19 case at my child's school?,174
What would happen if a case of covid-19 is discovered at school?,What happens if there is a COVID-19 case at my child's school?,174
I will not be able to take my son if there is a case of Covid -19 at school,What happens if there is a COVID-19 case at my child's school?,174
What if my child's school has a COVID-19 case?,What happens if there is a COVID-19 case at my child's school?,174
Will we return to online classes if there is a case of Covid -19 at my child's school?,What happens if there is a COVID-19 case at my child's school?,174
What would happen if there is a case of covid-19 at school?,What happens if there is a COVID-19 case at my child's school?,174
What should we do if there is covid 19 at my son's school?,What happens if there is a COVID-19 case at my child's school?,174
What happens if there is a COVID-19 case at my child's school?,What happens if there is a COVID-19 case at my child's school?,174
HOW WILL THE SCHOOL KNOW IF THERE IS A CASE OF COVID -19,What happens if there is a COVID-19 case at my child's school?,174
what is going to happen if there is a Covid-19 case  in my child's school?,What happens if there is a COVID-19 case at my child's school?,174
What happens if a Covid-19 case was detected in my kid's school?,What happens if there is a COVID-19 case at my child's school?,174
You will no longer attend classes at school if there is a case of Covid,What happens if there is a COVID-19 case at my child's school?,174
What should I do if my child's school has a COVID-19 case?,What happens if there is a COVID-19 case at my child's school?,174
There is a small possibility that you can get infected after having the vaccine that's why social distances and other measures should still be observed.,What if I still get infected even after receiving the vaccine?,73
Is there a possibility of getting COVID even after being fully vaccinated?,What if I still get infected even after receiving the vaccine?,73
Can I get covid when I get the vaccine?,What if I still get infected even after receiving the vaccine?,73
If I get infected with the virus after getting vaccinated what are the chances that I will get seriously ill?,What if I still get infected even after receiving the vaccine?,73
can I get it even if I have the vaccine?,What if I still get infected even after receiving the vaccine?,73
"I got both doses of the vaccine but now have Covid, will I die from this?",What if I still get infected even after receiving the vaccine?,73
What will be the effect if I catch the virus after having the vaccine?,What if I still get infected even after receiving the vaccine?,73
What do I do if I receive the vaccine and still get infected?,What if I still get infected even after receiving the vaccine?,73
Will the vaccine stop me from getting infected or does it just stop me from getting seriously ill?,What if I still get infected even after receiving the vaccine?,73
Can I get it again after getting the vaccine?,What if I still get infected even after receiving the vaccine?,73
How long is it after getting the vaccine before I develop immunity to the virus?,What if I still get infected even after receiving the vaccine?,73
What happens if I get Covid after I receive the vaccine?,What if I still get infected even after receiving the vaccine?,73
"I've heard that I can still get infected after getting the vaccine, is that right?",What if I still get infected even after receiving the vaccine?,73
What percentage of people have become sick after being vaccinated?,What if I still get infected even after receiving the vaccine?,73
"If I get the vaccine and still get infected, what happens?",What if I still get infected even after receiving the vaccine?,73
Can I get ill if I get infected after the vaccine?,What if I still get infected even after receiving the vaccine?,73
get covid again after vaccine?,What if I still get infected even after receiving the vaccine?,73
Has anyone gotten Covid after being fully vaccinated?,What if I still get infected even after receiving the vaccine?,73
"If I get covid after having the vaccine, should I have the vaccines again to make sure I'm protected?",What if I still get infected even after receiving the vaccine?,73
What do do if I suffer an infection having had the vaccine?,What if I still get infected even after receiving the vaccine?,73
"If I got sick again after vaccinating, what are the chances that the disease will be more serious?",What if I still get infected even after receiving the vaccine?,73
"If I get covid after receiving the vaccine, does that mean it was ineffective?",What if I still get infected even after receiving the vaccine?,73
If I've had the vaccine can I still get ill with the virus?,What if I still get infected even after receiving the vaccine?,73
"After getting vaccinated, is there any record or follow-up? What if I get sick again? who will take care of my case?",What if I still get infected even after receiving the vaccine?,73
What if I still get infected even after receiving the vaccine?,What if I still get infected even after receiving the vaccine?,73
What are the chances of getting the disease again even if I am vaccinated?,What if I still get infected even after receiving the vaccine?,73
What happen if I get infected notwithstanding having had the vaccine.,What if I still get infected even after receiving the vaccine?,73
No vaccine is 100% effective so it is still theoretically possible to catch the virus after being inocluated.  If this happens it is likely that the case would be less severe than if you hadn't had it.,What if I still get infected even after receiving the vaccine?,73
No vaccine is 100% effective but if you get Covid after receiving the vaccine it will help protect you from having a severe illness.,What if I still get infected even after receiving the vaccine?,73
can I get infected while being vaccinated?,What if I still get infected even after receiving the vaccine?,73
what do i do if i have the vaccine and then catch covid,What if I still get infected even after receiving the vaccine?,73
Can I still get infected even after receiving the vaccine?,What if I still get infected even after receiving the vaccine?,73
Whats the point in getting the vaccine if I can still get Covid?,What if I still get infected even after receiving the vaccine?,73
I can be infected after vaccinated,What if I still get infected even after receiving the vaccine?,73
I have heard that I can still get infected after having the vaccine; what do I do if that happens?,What if I still get infected even after receiving the vaccine?,73
What happens if I get infected after receiving the vaccine?,What if I still get infected even after receiving the vaccine?,73
Can I get the vaccine if I have recovered from the virus and been treated with convalescent plasma?,What if I've been treated with convalescent plasma?,74
I've heard that convalescent plasma contains antibodies against coronavirus so is that the same thing as getting vaccinated?,What if I've been treated with convalescent plasma?,74
"I've been treated with convalescent plasma, do I still need to get vaccinated?",What if I've been treated with convalescent plasma?,74
Do I need the vaccine if I have had the convalescent plasma?,What if I've been treated with convalescent plasma?,74
Is it ok if I have be treated with convalescent plasma?,What if I've been treated with convalescent plasma?,74
What if I've been treated with convalescent plasma?,What if I've been treated with convalescent plasma?,74
Will I get Covid from Convalescent plasma?,What if I've been treated with convalescent plasma?,74
If I have been treated with convalescent plasma does it make a difference?,What if I've been treated with convalescent plasma?,74
Is the vaccine dangerous for plasma patients?,What if I've been treated with convalescent plasma?,74
Can I still have a jab if I have already had some convalescent plasma?,What if I've been treated with convalescent plasma?,74
I dont agree with being given plasma from someone that has recovered from Covid they might still be infected,What if I've been treated with convalescent plasma?,74
Will the fact that I have been treated with convalescent plasma make a difference?,What if I've been treated with convalescent plasma?,74
Surely Convalescent plasma isn't going to do you any good,What if I've been treated with convalescent plasma?,74
Has the use of convalescent plasma been studied as regards to the vaccine,What if I've been treated with convalescent plasma?,74
Will there be serious side effects if I have been treated with a plasma?,What if I've been treated with convalescent plasma?,74
Will convalescent plasma effect the vaccine?,What if I've been treated with convalescent plasma?,74
"Ive had convalescent plasma, where do i stand",What if I've been treated with convalescent plasma?,74
I am concerned that the vaccine may cause side effects in patients using plasma,What if I've been treated with convalescent plasma?,74
"I have been treated with convalescent plasma, is that a problem?",What if I've been treated with convalescent plasma?,74
"Does treatment with convalescent plasma confer immunity, if so what is the point of getting vaccinated?",What if I've been treated with convalescent plasma?,74
Does having convalescent plasma make any difference?,What if I've been treated with convalescent plasma?,74
Is it dangerous to get the vaccine if I have been treated with monoclonal antibodies?,What if I've been treated with monoclonal antibodies?,75
Does being treated with monoclonal antibodies make a difference?,What if I've been treated with monoclonal antibodies?,75
I've heard that the vaccines work by generating antibodies against the virus so if I have already been treated with monoclonal antibodies is there any point in my getting the vaccine?,What if I've been treated with monoclonal antibodies?,75
What will happen to my immune system if I have been given monoclonal antibodies?,What if I've been treated with monoclonal antibodies?,75
can monoclonal antibodies effect the vaccine?,What if I've been treated with monoclonal antibodies?,75
"I've already been treated for COVID using monoclonal antibodies, do I still need to be vaccinated?",What if I've been treated with monoclonal antibodies?,75
I have been treated with monoclonal antibodies is it still ok for me to have the vaccine?,What if I've been treated with monoclonal antibodies?,75
"I have been treated with monoclonal antibodies, will I get a reaction to the vaccine?",What if I've been treated with monoclonal antibodies?,75
How can monoclonal antibodies help my immune system if I have been treated with them,What if I've been treated with monoclonal antibodies?,75
If I've already had monoclonal antibodies do I need the vaccine?,What if I've been treated with monoclonal antibodies?,75
Are monoclonal antibodies dangerous with the vaccine?,What if I've been treated with monoclonal antibodies?,75
If I have been treated with monoclonal antibodies will that change anything?,What if I've been treated with monoclonal antibodies?,75
Is it safe to get the vaccine if I have been treated with monoclonal antibodies?,What if I've been treated with monoclonal antibodies?,75
What treatments are a problem to have if I take the vaccine?,What if I've been treated with monoclonal antibodies?,75
Can a person with monoclonal antibodies still get the vaccine?,What if I've been treated with monoclonal antibodies?,75
Will having a treatment with monoclonal antibodies effect getting the vaccine,What if I've been treated with monoclonal antibodies?,75
Is it safe to be treated with both a vaccine and monoclonal antibodies?,What if I've been treated with monoclonal antibodies?,75
Does having the monoclonal antibodies affect my reaction to the covid jab?,What if I've been treated with monoclonal antibodies?,75
Will it affect my ability to have the vaccine if I have been treated with monoclonal antibodies in the past?,What if I've been treated with monoclonal antibodies?,75
What will be the effect if ive had monoclonal antibodies,What if I've been treated with monoclonal antibodies?,75
Do I need the vaccine if I've had monoclonal antibodies?,What if I've been treated with monoclonal antibodies?,75
Is ivermectin a new technology?,What is Ivermectin?,161
Please define ivermectin for me.,What is Ivermectin?,161
Is Ivermectin from fetal tissue?,What is Ivermectin?,161
Can you tell me what my ivermectin is?,What is Ivermectin?,161
to serve Ivermectina,What is Ivermectin?,161
Ivermectin is a kind of ivermectin.,What is Ivermectin?,161
I need to know what Ivermectin is,What is Ivermectin?,161
"Ivermectin has not been approved for use to treat or prevent COVID-19 in humans. Ivermectin tablets are approved in very specific dosages for some parasitic worms, and there are topical formulations",What is Ivermectin?,161
Ivermectin has not been approved for use to treat or prevent COVID-19 in humans.,What is Ivermectin?,161
what is Ivermectin abbreviation,What is Ivermectin?,161
I do not understand what the term Ivermectin means,What is Ivermectin?,161
is ivermectin really effective in treating covid 19?,What is Ivermectin?,161
I have heard of Ivermectin but I don't understand what it is.,What is Ivermectin?,161
what is Ivermectin for,What is Ivermectin?,161
Where can I find out about ivermectin?,What is Ivermectin?,161
Does ivermectin stop working?,What is Ivermectin?,161
What does ivermectin mean?,What is Ivermectin?,161
can you educate me on ivermectin?,What is Ivermectin?,161
What is the meaning of ivermectin?,What is Ivermectin?,161
"When used for current indications and in approved doses, ivermectin is a very safe drug.",What is Ivermectin?,161
What is ivermectin?,What is Ivermectin?,161
Does everyone have ivermectin?,What is Ivermectin?,161
"ive never heard of Ivermectin, what is it",What is Ivermectin?,161
How does the vaccine using Ivermectin differ from a normal vaccine shot,What is Ivermectin?,161
Can you tell me what ivermectin is?,What is Ivermectin?,161
tell me what Ivermectin is,What is Ivermectin?,161
I would find it really helpful if there was good information on what Ivermectin is and how it affects me.,What is Ivermectin?,161
I dont know what Ivermectin is can you explain it me please?,What is Ivermectin?,161
I haven't even heard of Ivermectin?,What is Ivermectin?,161
we must be careful with the use of ivermectin if we suffer from covid or to prevent it we must always consult with the doctor,What is Ivermectin?,161
Is Ivermectin something organtic?,What is Ivermectin?,161
and what is the Ivermectin,What is Ivermectin?,161
what does Ivermectin do for me?,What is Ivermectin?,161
What interests does the government hide behind ivermectin?,What is Ivermectin?,161
what is ivermectin,What is Ivermectin?,161
and waht is Ivermectin,What is Ivermectin?,161
What is the component of the vaccine?,What is in the vaccine?,28
"I've heard the vaccine might trigger an allergic reaction, is there anything in it I should be worried about?",What is in the vaccine?,28
"Hello, can you tell me what the vaccine consists of?",What is in the vaccine?,28
"i dont  know what vaccines do, what are they?",What is in the vaccine?,28
where can i find information about this vaccine,What is in the vaccine?,28
whats means vaccine?,What is in the vaccine?,28
what are the components,What is in the vaccine?,28
what is a vaccine?,What is in the vaccine?,28
and what about the vaccine?,What is in the vaccine?,28
WHAT COMPONENTS DOES THIS VACCINE HAVE?,What is in the vaccine?,28
"The speed with which the vaccine was developed makes me doubt its efficacy, but above all its components",What is in the vaccine?,28
What does the vaccine contain?,What is in the vaccine?,28
what is vaccine ?,What is in the vaccine?,28
what are the ingredients of the vaccine,What is in the vaccine?,28
What is the content of the vaccine?,What is in the vaccine?,28
"I've heard that the vaccine contains a number of toxic ingredients, is it really safe to use?",What is in the vaccine?,28
Is there a list somewhere where can check all of the ingredients in the vaccine?,What is in the vaccine?,28
what is a vaccine and how does it work?,What is in the vaccine?,28
what is the vaccine made of,What is in the vaccine?,28
whats?,What is in the vaccine?,28
What products are in the vaccine?,What is in the vaccine?,28
Can you tell me what the vaccine consists of?,What is in the vaccine?,28
how does it work,What is in the vaccine?,28
Please give me a list of what is in the vial,What is in the vaccine?,28
"hello, how is the vaccine administered?",What is in the vaccine?,28
"I am concerned about the components of the vaccine, I don't know if they could be harmful to my body.",What is in the vaccine?,28
what is it made of,What is in the vaccine?,28
what are the ingredients?,What is in the vaccine?,28
what are vaccine ingredients,What is in the vaccine?,28
what are the other ingredients,What is in the vaccine?,28
"This vaccine, what does it contain?",What is in the vaccine?,28
what are the ingredients of the vaccine ?,What is in the vaccine?,28
"What is in the vaccine, what is it for? will cure me of the virus?",What is in the vaccine?,28
"I am allergic to certain things, is it possible to find out what all is inside the vaccine?",What is in the vaccine?,28
what components does the covid vaccine have?,What is in the vaccine?,28
what is in  the vaccine,What is in the vaccine?,28
how the vaccine works,What is in the vaccine?,28
How is the vaccine made?,What is in the vaccine?,28
"I've heard the vaccine contains live virus, is that right?",What is in the vaccine?,28
